production_load,cycle_time,machine_temperature,axis_speed,vibration_signal,power_factor,efficiency_class
0.5621780831931538,69.02009429605467,25.330120675283972,2.1194784420303416,0.2306228521718344,0.6494560206022082,Medium
0.9655000144869412,66.54622533098458,25.02476194446073,1.5091986943067688,0.13900678303139793,0.547408887581029,High
0.8123957592679836,22.181564899751827,60.41975955964115,0.35597930794158755,1.199439799473185,0.5631796124861079,Medium
0.7190609389379257,84.192930367935,27.1970278754028,2.77182842192794,4.016672645245715,0.5903355640904608,Medium
0.40921304830970556,57.63541516176147,98.0899415246781,2.944921572053867,4.533263525054497,0.6018266671824741,Low
0.40919616423534183,42.27941408517631,41.6548880906044,1.4069215625931377,2.019664992903131,0.621130904605272,High
0.3406585285177396,71.740393762148,60.44985470236335,1.9182502607461158,2.8596731233727253,0.6277300144817473,Medium
0.9063233020424546,34.302409380122555,29.58532225091677,1.4608361534824907,3.559657749581366,0.727858172743768,Medium
0.7207805082202461,67.01323777847404,64.15363121284439,1.1012630224811375,4.76938982633346,0.7547865954130206,Medium
0.7956508044572318,17.978340567918544,53.49670938605564,0.4164926200018614,4.573367962757415,0.6544396040631779,Medium
0.3144091460070617,77.95560282069539,28.349502165791783,1.4769896451124367,0.3802422865687617,0.953648209960364,Medium
0.978936896513396,48.612813526598885,50.13432000221685,2.4914767578064643,1.3160126317254761,0.7765698616694773,Medium
0.8827098485602951,62.75196857684563,54.35770151671417,0.24768809104641,0.3408082653803678,0.8937384640167034,Medium
0.44863737747479326,31.592836485501277,99.2441118456205,1.8299015129046223,3.1210578628463517,0.9621189162104217,Medium
0.42727747704497043,65.7805284493836,40.591440393953164,2.6661619044347287,3.5814172507159316,0.5815675572879027,Medium
0.4283831568974037,72.91802069199574,65.85847115275747,0.8091384040402023,1.6105887205469063,0.7139372418578173,Medium
0.5129695700716763,50.490989016329905,99.04866618989715,0.7131164211293741,4.283874349852751,0.7166052008573044,Low
0.6673295021425665,61.32951930463457,84.40144059551014,2.362374551965441,2.318782477016339,0.6772361252191771,Medium
0.602361513049481,49.22444428667989,99.50256256615667,0.9142420071340212,4.992069423975361,0.50445293327582,Low
0.5038603981386294,82.05685269433842,97.6223735995127,0.7375559491698156,0.10195849368769216,0.9079860538890475,Low
0.7282970263056656,52.34018853857394,61.71546565706157,1.258369901593858,0.6364995712509276,0.5557796607769514,Medium
0.3976457024564293,78.13565317716142,77.22818874029244,1.29900563435661,1.578786890383168,0.9977402989608795,Medium
0.5045012539746527,75.10140437026865,33.28323452058633,2.6474829764463848,0.22498722997319448,0.8864792459555908,High
0.5564532903055841,45.787861601126735,58.08616187851014,1.9316417214142951,3.9334633429174293,0.7900050088032573,Medium
0.619248988951925,32.25633688931063,85.6763906700023,1.33669207775085,0.35858176056930746,0.5773032088707988,Medium
0.8496231729751094,45.456159941982826,62.90014907328575,1.6962863000001471,3.770000203139754,0.7576964856966235,Medium
0.4397716475108518,76.96630318314152,77.70242746129239,2.8711026533107677,0.3575854480687921,0.6305543704289045,Medium
0.6599641068895281,32.07244018645443,80.93134974882076,0.517001094507707,1.3383635967999237,0.6261612622715347,Medium
0.7146901982034297,54.3327259393312,44.010185593217045,0.781603460829136,4.222256396726795,0.9147646246912426,Medium
0.3325152889039984,75.45725609705606,90.67745297069241,2.895080378442355,4.760366941764849,0.6903222119797173,Low
0.7252813963310067,41.51081063462841,59.48668231818842,2.8805095758761716,2.13117907903651,0.725361901695402,High
0.41936688658110405,63.165722775202305,40.76388277161578,0.6960631795413634,4.852700925131502,0.9214823688900591,Medium
0.3455361150896956,33.42236805366109,89.90619113413328,0.6063046879508349,3.171716526416859,0.5438953128594213,Medium
0.9642198760773333,23.195958402611993,56.33641045796902,1.3790383761481353,2.1375920999213642,0.7973089265455248,Medium
0.9759424231521916,74.57881688196423,81.27343287847899,0.3392112189663135,4.033726585442793,0.7891078406865188,Low
0.8658781436815228,22.422646755653012,66.10248041661947,2.033729890398392,1.5471097486869858,0.7126072846333376,High
0.5132296384213595,35.353604630968846,53.640381417587534,0.4169888606528781,1.4024016806650703,0.9148873207120465,Medium
0.3683704798044687,79.133206649808,85.7407311278927,0.36248295586398604,3.3170836168642643,0.9714450306678464,Low
0.7789631185585097,40.98519653090004,68.83524487334597,1.5585234213847776,2.0133880736436653,0.7326679309568054,Medium
0.6081067456177209,87.97840121356208,54.29215768202738,2.881802581108284,0.7659983320303999,0.7280735254991999,Medium
0.38542676439134516,88.48007510803949,33.21984027513453,1.3950286209768468,0.4281247529205532,0.7510318648353724,Medium
0.6466238370778892,35.12070153401675,92.15839853250309,1.1981472442495429,3.9604286236175392,0.8615620154165308,Medium
0.32407196478065287,18.073366668741784,27.66021890062499,2.9942788034064005,3.411962585831489,0.8340301453494812,High
0.9365242814551473,67.87974631540342,89.73905112760421,1.6895130901817135,2.1178113005723564,0.6114174746034435,Medium
0.48114598712001183,48.82398769862578,51.99711436623666,1.2506759392926958,4.4915154123381775,0.5319476742996716,Medium
0.7637655990477874,22.55646329696822,72.95040726260544,1.280410277356485,2.113198086968738,0.9746270649083947,Medium
0.5181977532625877,68.06421142335321,94.16497928767639,0.7458865888938293,3.5804478101803796,0.6305348798668522,Low
0.6640476148244676,17.33811818339409,36.377996162792385,1.634224560853109,4.554664848515735,0.8192983423452959,High
0.6826971955402957,80.26475178691815,67.52128567291076,1.428794078870416,4.219505747671373,0.9142190013718612,Medium
0.42939811886786894,25.39893968349778,82.33246467776439,0.9582268297727574,2.604413404063937,0.6501383752735932,Medium
0.9787092394351908,24.548390906004375,81.8187874539293,0.6495122424849273,3.4351183229889903,0.8177167068284643,Medium
