production_load,cycle_time,machine_temperature,axis_speed,power_factor,emission_class
0.5621780831931538,59.084021522055004,74.78566676531791,2.0928043706373405,0.7218703897648678,Medium
0.9655000144869412,52.094287051387695,100.44846122925978,2.1482016579855956,0.8160825824199621,High
0.8123957592679836,47.56078227964048,68.86899812311613,2.241103195874067,0.7772473780774943,Medium
0.7190609389379257,74.45785720008243,60.109209032086866,2.024003474148847,0.9888145491513715,Medium
0.40921304830970556,30.072734064970778,50.601477380875124,0.4638386490344294,0.8928713065612612,Low
0.40919616423534183,20.57997600141094,51.61327254393701,2.14685589728643,0.8870966880637449,Low
0.3406585285177396,24.398987127245924,64.48054527309354,2.2293914389682854,0.6777976970405156,Low
0.9063233020424546,33.40228626964213,82.00493271825414,2.981743816134156,0.5041977460420708,High
0.7207805082202461,21.997132955807416,67.97064827384031,2.1414148227631524,0.8672054648353442,Medium
0.7956508044572318,50.17062263858813,75.39944342709919,2.123125108104337,0.9998660421478363,High
0.3144091460070617,38.845427314014685,67.28813677027424,1.6414772125095214,0.7029395538718077,Low
0.978936896513396,30.82898048408796,93.89273428332719,2.630184144038319,0.9927592494785586,High
0.8827098485602951,65.00504449691974,85.81157860933476,2.991137333491243,0.5708540547671732,High
0.44863737747479326,32.267079573951804,60.59817666407498,2.38132563655281,0.6482561758183587,Low
0.42727747704497043,61.2563060596276,76.1413726346165,1.9150010580018635,0.5853634658712353,Medium
0.4283831568974037,40.95589435085834,51.712928694605324,0.4210735154083909,0.7375879864634078,Low
0.5129695700716763,50.70966563975327,81.56427369558183,2.2348695688429574,0.8984907007536103,Low
0.6673295021425665,76.03202239107918,77.56572571561203,2.183972392029461,0.670330845768977,Medium
0.602361513049481,22.24109808894877,69.2166581992647,2.371590813866409,0.9531144685759357,Medium
0.5038603981386294,50.01587044864771,95.24242986352914,0.54875508751857,0.7724152066648926,Medium
0.7282970263056656,71.2653776196571,66.03014770075679,2.0304510003532017,0.7327122068709386,Medium
0.3976457024564293,55.27845490222091,54.614513032581684,1.028026933864689,0.8935179210976382,Low
0.5045012539746527,36.612231017909394,50.480900368511165,2.328759481527934,0.5507217485208923,Low
0.5564532903055841,43.860868108702064,79.81674106476908,0.8730470712881053,0.8868762356053373,Medium
0.619248988951925,60.81593772371447,92.42520654093565,2.11514029509715,0.6214760000864133,Medium
0.8496231729751094,73.44871365882818,106.01646375536222,1.025980251555143,0.6404062735916187,High
0.4397716475108518,22.463982424796697,76.07368388840317,0.2251840198888072,0.79972688666004,Low
0.6599641068895281,24.292329313422584,72.2264007998201,1.973402153524667,0.9509672125231026,Medium
0.7146901982034297,39.50309141657525,73.49852016232764,0.5171534328449826,0.7892034748854324,Medium
0.3325152889039984,33.96678106624874,34.89688006431112,2.0460161238069996,0.8244746743972435,Low
0.7252813963310067,35.89585317334436,102.94736620204192,2.791706455399425,0.8882972948026371,Medium
0.41936688658110405,33.27619991755286,65.78975013264787,2.913888615791053,0.6296623794962434,Low
0.3455361150896956,31.749502931309465,49.82868404694794,0.8605846445173151,0.9136168364020713,Low
0.9642198760773333,27.837438012157506,108.78987523248361,2.4659090374218335,0.7089800745335748,High
0.9759424231521916,76.03724790771429,81.88337118801148,1.1899491752428328,0.5878278467455813,High
0.8658781436815228,28.651367834369182,91.83215303156345,2.7212798036943506,0.6750590397305625,High
0.5132296384213595,32.26422648593217,63.72222869379155,2.4049707921622465,0.6230655558591127,Medium
0.3683704798044687,34.77594343884714,64.76635446683173,0.4069808066081382,0.614356802567823,Low
0.7789631185585097,75.98089238782524,80.97490464327713,1.3399835828563764,0.6412815993595831,High
0.6081067456177209,65.34284801606509,54.075270043728565,1.1444899128270873,0.5904654073710447,Medium
0.38542676439134516,67.38196581893088,59.032522335521165,2.3985068580251756,0.8338508785413214,Low
0.6466238370778892,26.285495572309884,86.38379992717769,1.3487999898288454,0.7899958785175586,Medium
0.32407196478065287,70.1785925009403,54.09372101659135,2.1168475134286346,0.8242209464917143,Low
0.9365242814551473,44.49158490904508,100.49283834637788,1.886818715653233,0.6718623619140802,High
0.48114598712001183,35.76938157274333,51.32240539911207,2.9317884134733747,0.8848667012870222,Low
0.7637655990477874,54.545005011218635,80.51080642362902,2.8257978790445217,0.5648043704770824,High
0.5181977532625877,69.33097434900404,58.59773973469233,1.3975586412684122,0.7855683547306801,Low
0.6640476148244676,66.71912906449455,83.80662697072458,2.2260189925952183,0.637726486123237,High
0.6826971955402957,73.39984895486793,76.3397304795617,2.522488263147421,0.7638049503488057,Medium
0.42939811886786894,75.68793116092664,69.04477124811149,2.7168801108140066,0.6618185876201196,Medium
0.9787092394351908,34.28732428566497,106.77507948000584,0.3907759385741543,0.8952558825456476,High
0.8425929763527802,45.4314736501563,93.85500148262348,1.045820637965791,0.9456359194190473,High
0.9576492590949324,20.8777123523042,95.73637675721967,1.096644114711861,0.8712906116858157,High
0.9263791452993542,72.7592995559036,78.6042016158244,1.41644866341566,0.5877918564246234,High
0.7185299851677596,29.274329088486052,78.07836578206276,0.6739413020031733,0.6374334491941811,Medium
0.9453119645161818,71.68848874056167,85.3216330467809,1.5893764638600225,0.959679032759208,High
0.36194475143634364,39.76323931919578,52.5879176057299,2.057000116435677,0.7186100638291006,Low
0.4371880036934016,42.08801539886829,56.736870412601085,1.5926189766068095,0.9705902046746334,Low
0.33165910223737666,22.347935269031563,43.14043923685566,2.0642206665533243,0.6962258444311333,Low
0.527731231534285,39.61272738591917,43.17581082244922,0.38603656909012085,0.9758873302953319,Low
0.5720741027826374,73.30182096807584,61.30672958702504,2.652764528780749,0.9628694938666655,Medium
0.4899443222417271,21.53284406729625,66.71721275759353,2.8293937378829916,0.8302634449933082,Medium
0.8801162564063505,44.37964838280352,71.62885083925116,1.930140787532216,0.5044135242307515,High
