production_load,cycle_time,machine_temperature,axis_speed,power_factor,emission_class
0.5621780831931538,22.327967283733248,36.585758889120186,2.3630055039171785,0.872939772660394,Low
0.9655000144869412,31.20635169386776,38.053054468417564,1.547204207428731,0.6310354632510742,High
0.8123957592679836,69.87474830539655,88.67763425306646,2.409083338028969,0.8270727961206361,High
0.7190609389379257,66.00610138030015,73.82466419153235,0.40582317504749066,0.8495994513786165,Medium
0.40921304830970556,41.03856148742881,101.13737252872892,0.7364631101283863,0.6725592322173424,Low
0.40919616423534183,42.60863766645275,112.46437536091783,1.7442958990098096,0.7374594936055701,Medium
0.3406585285177396,52.01326601321477,64.95301899043928,2.851847309307546,0.7018835452279053,Low
0.9063233020424546,20.01446028110807,83.67690239261816,0.40932197082098487,0.9736744981772669,Medium
0.7207805082202461,34.47466016228167,75.06269650157789,0.3206358052392201,0.6599744311757937,Medium
0.7956508044572318,32.493908516492866,118.34495900781896,0.6383418897979959,0.5916615211124804,Medium
0.3144091460070617,35.02897680498581,104.79759666209357,1.995228760808438,0.6827964214377891,Low
0.978936896513396,68.35435055200648,112.05639374496182,1.317180166676692,0.8347578538010061,High
0.8827098485602951,36.78043139278659,52.89060788198438,2.5115466623695215,0.8486813451807327,High
0.44863737747479326,31.49127932300889,99.5273780846335,0.40141282414782425,0.9620286576800035,Low
0.42727747704497043,50.25580764758189,53.8925902497884,0.7499594430811629,0.9408772424379046,Low
0.4283831568974037,71.93870218236393,48.78682800855509,1.0400739353017079,0.6441602602086378,Low
0.5129695700716763,34.48098223024999,114.98395436899958,1.9548442427285986,0.7275816244837983,Medium
0.6673295021425665,24.71217456756792,31.737397504607998,2.118483532844332,0.873634494091717,Medium
0.602361513049481,41.38428415097988,116.88498332970867,0.5477692230985667,0.9582686403010126,Medium
0.5038603981386294,64.85910947389867,43.43357072899256,2.8426531851768706,0.6685825064284459,Medium
0.7282970263056656,53.041432681687674,103.74942736139414,1.1549235785325855,0.722220717088498,Medium
0.3976457024564293,69.00760217446086,54.83302977612928,2.1968725364007926,0.9497391352268044,Low
0.5045012539746527,77.57552885655403,61.563209468765464,1.6677816130535565,0.6792419365792113,Medium
0.5564532903055841,67.55974860509701,49.50819401897864,0.8237227179318984,0.7402564930958679,Medium
0.619248988951925,56.2281847306252,82.69626382329716,2.569439304723151,0.9522520706090394,Medium
0.8496231729751094,49.600495283142834,61.32859927570867,2.491066478937404,0.9011216089949241,Medium
0.4397716475108518,22.404145180896002,89.16537355451969,1.309001190966732,0.6217154625049014,Low
0.6599641068895281,79.05931872884247,31.408258614785936,1.848101239942795,0.6623975327059667,Medium
0.7146901982034297,43.008867354502556,35.79373951635357,0.9219119486206313,0.6764793637296695,Medium
0.3325152889039984,29.133692835012006,38.969503745812375,2.131584560489644,0.9563692367155299,Low
0.7252813963310067,60.0025313237874,67.7094316779208,1.065275075337208,0.9994668685522696,Medium
0.41936688658110405,37.05729734572756,103.33165553939784,2.563420456270258,0.88700215107772,Low
0.3455361150896956,55.14669625586286,109.93601193405443,0.808678291976368,0.7421631512467532,Low
0.9642198760773333,55.206074470675475,52.032966605481064,0.2414495838916996,0.5050869090337395,High
0.9759424231521916,46.74378925417215,81.69327518151127,0.9518225175101716,0.8487440282989787,High
0.8658781436815228,70.16711693270256,99.15284934233405,0.7349469620865627,0.6946805822488924,High
0.5132296384213595,35.89802369332658,55.994648692764784,1.623202031229788,0.8164932351143027,Low
0.3683704798044687,46.91795549706405,66.81069630626459,0.7703692166384135,0.8033469817312144,Low
0.7789631185585097,52.261527715458286,77.15767824171425,2.3369316380145855,0.7404160282871937,Medium
0.6081067456177209,59.81748324603798,42.138736176724294,0.875837786411211,0.9721936988631614,Medium
0.38542676439134516,67.03831103033536,32.33840643532023,2.179510903755436,0.5115731726776709,Low
