production_load,machine_temperature,axis_speed,vibration_level,tool_wear,oil_quality,pressure,maintenance_class
0.39834445435011784,56.602082982336896,1.3942418846728577,2.563674951523998,0.4125673885483874,0.9156106925446165,91.65075718234118,Medium
0.7166649031680393,78.87262964649523,1.1451389032440522,2.2567280106331364,0.2992838619043997,0.9803380370891793,104.52698678594413,Medium
0.4080889210857138,47.54380414837149,0.5348189341708128,2.517415997309241,0.4653917981694444,0.5338721937756815,93.63042265023967,Medium
0.5648703092715417,75.78897292717001,1.469787326068564,2.405415707894397,0.19048512323224914,0.7561587467618905,67.31915269022949,Low
0.541741517772869,69.45293996348852,0.7749586513318816,4.270820974983762,0.6476001081644059,0.7614797204823055,89.65024598626893,High
0.7297723228318842,51.41627919313975,1.2948291304804262,2.2937340140726397,0.13497287935067193,0.8509182749125151,146.01102546060292,Low
0.3557851761433119,50.09381337121361,0.6378955294777099,3.6683937655492715,0.5731373645849486,0.35938446768215687,69.93034004275931,High
0.37242344894519175,51.666133339200606,1.163188548597837,2.1173486790715406,0.21412261194749418,1.0,110.02574537200383,Low
0.7269523469484243,62.081704853873916,0.3203422357870591,1.864817380019845,0.24274717795324555,0.8282057891110219,147.15656121507442,Medium
0.7452823598577385,90.22150274778288,0.216864962675378,3.2948402793532168,0.45302583210434877,0.7842398488545288,61.846080230701745,High
0.5379176976702126,64.38711379713031,2.635745824067909,3.662372189688011,0.6238817403011739,0.618278630227801,66.22708204303939,High
0.4028097894526399,60.7861317752057,1.9955394992969204,2.3736896055651195,0.10438124911225927,1.0,141.82049876843232,Low
0.9202559410541284,87.20500442924997,1.8454666315720683,3.6028015433092078,0.4126330744618807,0.5875735350192146,126.20036444833376,High
0.33706415849103266,62.189249380529674,1.6386232457183094,3.1692427594385233,0.3278587654280449,0.9029022036892739,109.0790863791631,Medium
0.8021628623232986,93.41612539257872,2.2348416964298257,1.6711240513269996,0.15774758607637537,1.0,108.29779501105939,Low
0.39803130268986897,65.8185740423574,2.2612636940792936,2.715960044555354,0.4160003403810664,0.5479943277386714,147.73972923114158,High
0.7461617358988626,91.32070593670807,2.8187038302407457,2.413600698029291,0.15864773799092935,0.7938799790755824,61.8858540528407,Medium
0.7645590928502297,83.95304354703637,0.884349400002387,3.074730282499335,0.370256971221784,1.0,84.3428758355441,Medium
0.8629817459247593,81.51473759405043,2.3985566676313326,2.3766737981008164,0.20503308584343774,1.0,88.51431916892577,Medium
0.5765175575893062,69.5639439476072,2.9752416726322504,1.928818527187487,0.2523505026403283,0.725692254707888,70.75430193138253,Low
0.3152575277629463,30.0,0.28126120668410576,2.9452628600407103,0.2988099856772492,0.6385389084915717,92.15021349313997,Low
0.8677345701782948,78.42786629782387,1.2471591920467548,3.2062078157507146,0.4592692393390749,0.7668408604382464,93.33702851808656,High
