production_load,cycle_time,machine_temperature,axis_speed,vibration_signal,power_factor,efficiency_class
0.5621780831931538,49.561626292083695,67.10164679203027,2.2535366457609003,0.6952436717096255,0.9705090383260913,High
0.9655000144869412,30.74648963178437,61.87344380128463,2.2244251300002866,0.9288317176075419,0.8398950900662696,High
0.8123957592679836,15.0,63.87962256942064,1.74572167924277,2.44097480965327,0.7282943931409243,High
0.7190609389379257,41.87461549843612,56.78880584143624,0.8745916589204186,4.731969531797834,0.5650706652538415,Low
0.40921304830970556,43.0551185459417,39.13830277033284,0.9103706610340074,1.714783622912576,0.7466076773787261,Medium
0.40919616423534183,56.39599608409519,46.173633527216225,1.27201583074584,3.32526816843444,0.7205434862280331,Low
0.3406585285177396,52.419501632781696,38.416257149906556,0.6060340687095989,2.9844891543464738,0.8892216373443509,Medium
0.9063233020424546,24.91403941052526,70.8857843050997,1.145435996934586,0.8331509188527318,0.706674320248274,Medium
0.7207805082202461,32.480193393617945,62.65254021129079,2.116192883495275,1.3160178168314003,0.6594190374166665,High
0.7956508044572318,39.9144934110063,60.833632412399595,2.5263667841663797,4.657748585954728,0.5448598412344104,Low
0.3144091460070617,44.36283859944669,41.18430471756682,1.131230413381412,1.0056651559001877,0.5232505319626835,Medium
0.978936896513396,25.915877884210268,72.20536859987314,0.854052723112219,3.505548459800055,0.7195672137611885,Low
0.8827098485602951,34.67514889110164,76.20071167416869,2.5313992193383763,4.827002964741491,0.6734309897510924,Low
0.44863737747479326,53.298851770583624,49.00124677785221,2.6939712766805797,0.6855793617911626,0.7776620847564295,High
0.42727747704497043,67.23371746233883,55.82510039331245,1.3480602652737799,2.055991751917841,0.855964218557534,Low
0.4283831568974037,44.349268053332224,53.96374592882041,0.27533163077897477,1.1972675077694126,0.5200034067869015,Low
0.5129695700716763,52.009960077164436,57.65587622843137,2.145892538503625,1.1856514352822602,0.7481085548514077,Medium
0.6673295021425665,35.78479981014031,71.13259535918327,2.3952930613127625,0.683030635598436,0.9309859470909898,High
0.602361513049481,49.74917295834731,48.151141049259365,0.25046790886043263,3.282800801558183,0.7275832930701642,Low
0.5038603981386294,44.74546812729758,48.888253065781406,1.8660863893562367,3.757083198562488,0.7606211054753872,Medium
0.7282970263056656,30.482142429816964,76.8797565861515,1.8474325230836899,3.4162901591129757,0.743395920358338,Low
0.3976457024564293,60.56629250815157,45.83552460582518,1.2603821444941592,4.630816642333849,0.6948964592417052,Low
0.5045012539746527,40.842441789115924,30.181566909612577,2.2993485123823456,0.8138261627184654,0.5550597619616862,High
0.5564532903055841,30.87552941351635,53.4166513185682,1.3989013067202096,1.6672423295865304,0.5631781078412633,Medium
0.619248988951925,34.902775487013116,58.94572074414262,2.094972665015819,1.7884067675420345,0.5895446208688466,Medium
0.8496231729751094,32.471104923952794,47.296137844430234,1.6479284529784253,1.237202308849833,0.8962823204488275,High
0.4397716475108518,59.14772763715414,60.461209257091916,0.8957008931679629,0.7968042263691364,0.6376661502808566,Low
0.6599641068895281,37.890829657895694,53.988685099103954,1.8982024164283686,2.4848470320386924,0.9740618908877053,High
0.7146901982034297,44.81106662770072,64.78956384065447,2.2633437855683565,4.188754177432399,0.9050850832683145,Medium
0.3325152889039984,42.50883618297933,43.15533563792743,2.9269358856236103,4.777244655456259,0.8422703340993406,High
0.7252813963310067,30.189822464906438,52.33085148126297,1.2643050510467575,0.7337690978706386,0.86019681469787,High
0.41936688658110405,46.72305473371199,40.30744481906632,0.3805231250657831,4.133470417556406,0.5238161043391756,Low
0.3455361150896956,51.80671882573506,38.068462487615925,2.966319419419785,4.140447502529847,0.7841946834932726,High
